email_id,thread_id,subject,customer_name,customer_tier,received_at,sla_due_at,email_text,category,priority,department,sentiment,spam,urgency,escalation_required,draft_response
email-04341,thread-0097,Urgent access anomaly investigation,Greenline Capital,enterprise,2026-03-02T03:55:30.977776+00:00,2026-03-02T04:55:30.977776+00:00,We detected suspicious login attempts from multiple regions and need incident support. Our executives are escalating this because the delay is costing us money. This needs to be addressed before end of day to avoid customer impact. Our account tier is enterprise.,security,critical,security,frustrated,0,high,1,"Hello Greenline Capital,

Our security team has reviewed your security request. We have marked it as critical priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00194,thread-0240,Co-marketing integration opportunity,Vertex Manufacturing,pro,2026-03-02T06:53:30.825533+00:00,2026-03-03T06:53:30.825533+00:00,We want to discuss a strategic integration partnership with a co-marketing launch. This issue is disrupting our team and needs attention. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,partnership,medium,partnerships,negative,0,high,0,"Hello Vertex Manufacturing,

Our partnerships team has reviewed your partnership request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03170,thread-0811,Customer audit evidence request,BluePeak Energy,free,2026-03-27T09:08:30.933281+00:00,2026-03-28T09:08:30.933281+00:00,We detected suspicious login attempts from multiple regions and need incident support. Kindly confirm receipt and ownership. Please get back to us within one business day. Our account tier is free.,security,medium,security,neutral,0,medium,1,"Hello BluePeak Energy,

Our security team has reviewed your security request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01668,thread-0797,DPA request for compliance review,Evercore Media,free,2026-03-18T11:11:30.877792+00:00,2026-03-18T19:11:30.877792+00:00,We need an urgent review of the contract redlines before signature. This issue is disrupting our team and needs attention. This needs to be addressed before end of day to avoid customer impact. Our account tier is free.,legal,high,legal,negative,0,high,0,"Hello Evercore Media,

Our legal team has reviewed your legal request. We have marked it as high priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02211,thread-0540,Partnership exploration and API access,Orbit Retail,pro,2026-03-26T21:35:30.894003+00:00,2026-03-29T21:35:30.894003+00:00,Please share your partner API program requirements and revenue-share model. We appreciate the partnership and your responsiveness. Please get back to us within one business day. Our account tier is pro.,partnership,low,partnerships,positive,0,medium,0,"Hello Orbit Retail,

Our partnerships team has reviewed your partnership request. We have marked it as low priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00988,thread-1238,Evaluation timeline before procurement,BluePeak Energy,strategic,2026-03-05T18:07:30.851638+00:00,2026-03-06T02:07:30.851638+00:00,We are evaluating vendors and need pricing for 500 enterprise seats. Kindly confirm receipt and ownership. Immediate action is required in the next hour to prevent severe impact. Our account tier is strategic.,sales,high,sales,neutral,0,critical,0,"Hello BluePeak Energy,

Our sales team has reviewed your sales request. We have marked it as high priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01858,thread-0170,Request for enterprise pricing and demo,Evercore Media,pro,2026-03-13T13:15:30.883945+00:00,2026-03-14T13:15:30.883945+00:00,Can someone walk us through premium support and security add-ons for procurement? Looking forward to your update. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,sales,medium,sales,neutral,0,high,0,"Hello Evercore Media,

Our sales team has reviewed your sales request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03497,thread-1065,Export failures after latest update,Orbit Retail,pro,2026-03-26T18:26:30.945988+00:00,2026-03-27T18:26:30.945988+00:00,The analytics dashboard is timing out whenever we export usage reports. Please advise on next steps. Immediate action is required in the next hour to prevent severe impact. Our account tier is pro.,technical_support,medium,support,neutral,0,critical,0,"Hello Orbit Retail,

Our support team has reviewed your technical support request. We have marked it as medium priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04738,thread-1913,Guaranteed profit opportunity,Vertex Manufacturing,free,2026-03-25T21:16:30.986267+00:00,2026-03-28T21:16:30.986267+00:00,URGENT ACCOUNT REWARD: verify your password now to unlock a bonus transfer.,sales,low,sales,negative,1,low,0,No response required. Mark as spam and quarantine sender.
email-02830,thread-0185,Request for enterprise pricing and demo,Redwood Telecom,pro,2026-03-21T02:16:30.921304+00:00,2026-03-22T02:16:30.921304+00:00,Our CTO wants a demo this week before budget approval closes. The current experience is below expectations. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,sales,medium,sales,negative,0,high,0,"Hello Redwood Telecom,

Our sales team has reviewed your sales request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02613,thread-1451,Duplicate charge on enterprise account,Redwood Telecom,pro,2026-03-02T01:52:30.905562+00:00,2026-03-05T01:52:30.905562+00:00,"We were charged twice for invoice INV-1677 and need a correction today. The current experience is below expectations. There is no immediate rush, but we would like an answer this week. Our account tier is pro.",billing,low,finance,negative,0,low,0,"Hello Redwood Telecom,

Our finance team has reviewed your billing request. We have marked it as low priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03638,thread-1492,Critical bug blocking workflow,Lumina Travel,free,2026-03-26T20:11:30.949975+00:00,2026-03-27T20:11:30.949975+00:00,Our SSO login is failing for all staff and the admin console returns error code 502. We are disappointed by the lack of clarity in the last reply. This needs to be addressed before end of day to avoid customer impact. Our account tier is free.,technical_support,medium,support,negative,0,high,0,"Hello Lumina Travel,

Our support team has reviewed your technical support request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02264,thread-1303,Request for enterprise pricing and demo,Orbit Retail,enterprise,2026-03-05T02:23:30.896134+00:00,2026-03-06T02:23:30.896134+00:00,"Can someone walk us through premium support and security add-ons for procurement? The current experience is below expectations. There is no immediate rush, but we would like an answer this week. Our account tier is enterprise.",sales,medium,sales,negative,0,low,0,"Hello Orbit Retail,

Our sales team has reviewed your sales request. We have marked it as medium priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01686,thread-1379,Critical bug blocking workflow,Evercore Media,enterprise,2026-03-29T13:52:30.878448+00:00,2026-03-29T21:52:30.878448+00:00,Our SSO login is failing for all staff and the admin console returns error code 519. Our executives are escalating this because the delay is costing us money. Please get back to us within one business day. Our account tier is enterprise.,technical_support,high,support,frustrated,0,medium,0,"Hello Evercore Media,

Our support team has reviewed your technical support request. We have marked it as high priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01914,thread-0747,DPA request for compliance review,BluePeak Energy,pro,2026-03-03T11:44:30.885317+00:00,2026-03-04T11:44:30.885317+00:00,Our legal team flagged indemnification language in section 9.4 of the MSA. Kindly confirm receipt and ownership. Please get back to us within one business day. Our account tier is pro.,legal,medium,legal,neutral,0,medium,0,"Hello BluePeak Energy,

Our legal team has reviewed your legal request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00663,thread-1227,Co-marketing integration opportunity,BluePeak Energy,free,2026-03-07T12:06:30.842496+00:00,2026-03-07T20:06:30.842496+00:00,Our business development team is exploring reseller terms for Q4. The current experience is below expectations. Immediate action is required in the next hour to prevent severe impact. Our account tier is free.,partnership,high,partnerships,negative,0,critical,0,"Hello BluePeak Energy,

Our partnerships team has reviewed your partnership request. We have marked it as high priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04243,thread-1414,Integration issue delaying shipments,Greenline Capital,pro,2026-03-25T14:11:30.975456+00:00,2026-03-26T14:11:30.975456+00:00,A warehouse integration is failing and shipments are stuck in pending status. We are disappointed by the lack of clarity in the last reply. Please get back to us within one business day. Our account tier is pro.,operations,medium,operations,negative,0,medium,0,"Hello Greenline Capital,

Our operations team has reviewed your operations request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02228,thread-1423,DPA request for compliance review,Evercore Media,enterprise,2026-02-28T18:43:30.894381+00:00,2026-02-28T19:43:30.894381+00:00,Please send the latest DPA and confirm retention clauses for customer data in the EU. We are disappointed by the lack of clarity in the last reply. Immediate action is required in the next hour to prevent severe impact. Our account tier is enterprise.,legal,critical,legal,negative,0,critical,1,"Hello Evercore Media,

Our legal team has reviewed your legal request. We have marked it as critical priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00416,thread-0954,Executive reporting support needed,Evercore Media,pro,2026-03-09T23:05:30.833896+00:00,2026-03-12T23:05:30.833896+00:00,Please expedite a workaround for nightly batch jobs missing SLA windows. Looking forward to your update. Please get back to us within one business day. Our account tier is pro.,operations,low,operations,neutral,0,medium,0,"Hello Evercore Media,

Our operations team has reviewed your operations request. We have marked it as low priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03419,thread-1213,Customer audit evidence request,Pioneer Labs,pro,2026-03-11T23:30:30.942100+00:00,2026-03-12T23:30:30.942100+00:00,We detected suspicious login attempts from multiple regions and need incident support. Overall we have had a good experience so far. Please get back to us within one business day. Our account tier is pro.,security,medium,security,positive,0,medium,1,"Hello Pioneer Labs,

Our security team has reviewed your security request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03335,thread-0874,Reseller program discussion,Pioneer Labs,pro,2026-03-03T20:02:30.937820+00:00,2026-03-06T20:02:30.937820+00:00,"Our business development team is exploring reseller terms for Q4. Please advise on next steps. There is no immediate rush, but we would like an answer this week. Our account tier is pro.",partnership,low,partnerships,neutral,0,low,0,"Hello Pioneer Labs,

Our partnerships team has reviewed your partnership request. We have marked it as low priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02321,thread-1399,Urgent access anomaly investigation,BluePeak Energy,pro,2026-03-06T17:19:30.897524+00:00,2026-03-07T01:19:30.897524+00:00,Potential data exposure reported by a client; please investigate within the hour. We are disappointed by the lack of clarity in the last reply. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,security,high,security,negative,0,high,1,"Hello BluePeak Energy,

Our security team has reviewed your security request. We have marked it as high priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04215,thread-1315,DPA request for compliance review,Lumina Travel,pro,2026-03-23T00:29:30.974762+00:00,2026-03-24T00:29:30.974762+00:00,Our legal team flagged indemnification language in section 4.2 of the MSA. Looking forward to your update. Please get back to us within one business day. Our account tier is pro.,legal,medium,legal,neutral,0,medium,0,"Hello Lumina Travel,

Our legal team has reviewed your legal request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04129,thread-0804,Co-marketing integration opportunity,Lumina Travel,pro,2026-03-04T12:39:30.970101+00:00,2026-03-05T12:39:30.970101+00:00,Please share your partner API program requirements and revenue-share model. The current experience is below expectations. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,partnership,medium,partnerships,negative,0,high,0,"Hello Lumina Travel,

Our partnerships team has reviewed your partnership request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01481,thread-0292,Request for enterprise pricing and demo,BluePeak Energy,free,2026-03-14T02:21:30.871096+00:00,2026-03-14T10:21:30.871096+00:00,Our CTO wants a demo this week before budget approval closes. This issue is disrupting our team and needs attention. Immediate action is required in the next hour to prevent severe impact. Our account tier is free.,sales,high,sales,negative,0,critical,0,"Hello BluePeak Energy,

Our sales team has reviewed your sales request. We have marked it as high priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03749,thread-0056,Confidential HR escalation,Vertex Manufacturing,pro,2026-03-22T10:59:30.955836+00:00,2026-03-25T10:59:30.955836+00:00,We need help correcting benefits enrollment for a new hire. Kindly confirm receipt and ownership. Please get back to us within one business day. Our account tier is pro.,human_resources,low,people_ops,neutral,0,medium,0,"Hello Vertex Manufacturing,

Our people_ops team has reviewed your human resources request. We have marked it as low priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01253,thread-0063,Commercial discussion for expansion,Orbit Retail,pro,2026-03-13T20:27:30.861855+00:00,2026-03-14T04:27:30.861855+00:00,Can someone walk us through premium support and security add-ons for procurement? We have followed up multiple times and still do not have resolution. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,sales,high,sales,frustrated,0,high,0,"Hello Orbit Retail,

Our sales team has reviewed your sales request. We have marked it as high priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00270,thread-0460,Reseller program discussion,Lumina Travel,enterprise,2026-03-24T03:55:30.827900+00:00,2026-03-24T11:55:30.827900+00:00,Our business development team is exploring reseller terms for Q4. This is unacceptable and we need leadership involved if not fixed now. Please get back to us within one business day. Our account tier is enterprise.,partnership,high,partnerships,frustrated,0,medium,0,"Hello Lumina Travel,

Our partnerships team has reviewed your partnership request. We have marked it as high priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03088,thread-0926,Platform outage affecting user access,Redwood Telecom,pro,2026-03-12T15:24:30.931056+00:00,2026-03-13T15:24:30.931056+00:00,Our SSO login is failing for all staff and the admin console returns error code 502. Looking forward to your update. Immediate action is required in the next hour to prevent severe impact. Our account tier is pro.,technical_support,medium,support,neutral,0,critical,0,"Hello Redwood Telecom,

Our support team has reviewed your technical support request. We have marked it as medium priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02155,thread-1110,Commercial discussion for expansion,Vertex Manufacturing,enterprise,2026-03-12T09:34:30.892762+00:00,2026-03-13T09:34:30.892762+00:00,Can someone walk us through premium support and security add-ons for procurement? This issue is disrupting our team and needs attention. Please get back to us within one business day. Our account tier is enterprise.,sales,medium,sales,negative,0,medium,0,"Hello Vertex Manufacturing,

Our sales team has reviewed your sales request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03736,thread-0362,Platform outage affecting user access,Orbit Retail,enterprise,2026-03-14T01:19:30.954650+00:00,2026-03-17T01:19:30.954650+00:00,"Our SSO login is failing for all staff and the admin console returns error code 503. Kindly confirm receipt and ownership. There is no immediate rush, but we would like an answer this week. Our account tier is enterprise.",technical_support,low,support,neutral,0,low,0,"Hello Orbit Retail,

Our support team has reviewed your technical support request. We have marked it as low priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02125,thread-1149,Partnership exploration and API access,Evercore Media,enterprise,2026-03-11T07:38:30.892075+00:00,2026-03-12T07:38:30.892075+00:00,We want to discuss a strategic integration partnership with a co-marketing launch. Overall we have had a good experience so far. This needs to be addressed before end of day to avoid customer impact. Our account tier is enterprise.,partnership,medium,partnerships,positive,0,high,0,"Hello Evercore Media,

Our partnerships team has reviewed your partnership request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03671,thread-0883,Unexpected renewal billing issue,BluePeak Energy,pro,2026-03-22T20:28:30.950730+00:00,2026-03-23T04:28:30.950730+00:00,We were charged twice for invoice INV-1520 and need a correction today. Our executives are escalating this because the delay is costing us money. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,billing,high,finance,frustrated,0,high,0,"Hello BluePeak Energy,

Our finance team has reviewed your billing request. We have marked it as high priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03672,thread-0261,Potential security incident reported,Greenline Capital,strategic,2026-03-17T23:31:30.950753+00:00,2026-03-18T00:31:30.950753+00:00,A customer is requesting evidence for SOC2 controls and vulnerability management. This is unacceptable and we need leadership involved if not fixed now. Please get back to us within one business day. Our account tier is strategic.,security,critical,security,frustrated,0,medium,1,"Hello Greenline Capital,

Our security team has reviewed your security request. We have marked it as critical priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04545,thread-1051,Evaluation timeline before procurement,Lumina Travel,enterprise,2026-03-01T20:00:30.983005+00:00,2026-03-02T20:00:30.983005+00:00,We are evaluating vendors and need pricing for 50 enterprise seats. Please advise on next steps. Please get back to us within one business day. Our account tier is enterprise.,sales,medium,sales,neutral,0,medium,0,"Hello Lumina Travel,

Our sales team has reviewed your sales request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01588,thread-1026,Request for enterprise pricing and demo,Greenline Capital,enterprise,2026-03-17T02:25:30.875016+00:00,2026-03-18T02:25:30.875016+00:00,We are evaluating vendors and need pricing for 100 enterprise seats. Looking forward to your update. Please get back to us within one business day. Our account tier is enterprise.,sales,medium,sales,neutral,0,medium,0,"Hello Greenline Capital,

Our sales team has reviewed your sales request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01595,thread-1144,Platform outage affecting user access,Vertex Manufacturing,free,2026-03-01T18:23:30.875243+00:00,2026-03-04T18:23:30.875243+00:00,The analytics dashboard is timing out whenever we export usage reports. Please advise on next steps. Please get back to us within one business day. Our account tier is free.,technical_support,low,support,neutral,0,medium,0,"Hello Vertex Manufacturing,

Our support team has reviewed your technical support request. We have marked it as low priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03342,thread-1137,Urgent access anomaly investigation,Evercore Media,strategic,2026-03-12T19:58:30.938139+00:00,2026-03-13T19:58:30.938139+00:00,"A customer is requesting evidence for SOC2 controls and vulnerability management. We appreciate the partnership and your responsiveness. There is no immediate rush, but we would like an answer this week. Our account tier is strategic.",security,medium,security,positive,0,low,1,"Hello Evercore Media,

Our security team has reviewed your security request. We have marked it as medium priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00812,thread-1095,Unexpected renewal billing issue,Vertex Manufacturing,enterprise,2026-03-17T01:25:30.846160+00:00,2026-03-18T01:25:30.846160+00:00,"Our payment portal shows an overdue balance even though we paid last week. We are disappointed by the lack of clarity in the last reply. There is no immediate rush, but we would like an answer this week. Our account tier is enterprise.",billing,medium,finance,negative,0,low,0,"Hello Vertex Manufacturing,

Our finance team has reviewed your billing request. We have marked it as medium priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04633,thread-1905,Guaranteed profit opportunity,Acme Health,free,2026-02-28T17:16:30.984782+00:00,2026-03-03T17:16:30.984782+00:00,Congratulations! You have been selected for a guaranteed investment return with zero risk.,sales,low,sales,negative,1,low,0,No response required. Mark as spam and quarantine sender.
email-04461,thread-1438,Reseller program discussion,Redwood Telecom,enterprise,2026-03-02T10:42:30.980874+00:00,2026-03-02T18:42:30.980874+00:00,We want to discuss a strategic integration partnership with a co-marketing launch. Our executives are escalating this because the delay is costing us money. This needs to be addressed before end of day to avoid customer impact. Our account tier is enterprise.,partnership,high,partnerships,frustrated,0,high,0,"Hello Redwood Telecom,

Our partnerships team has reviewed your partnership request. We have marked it as high priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02929,thread-0626,Integration issue delaying shipments,Pioneer Labs,strategic,2026-03-02T14:46:30.926547+00:00,2026-03-03T14:46:30.926547+00:00,"A warehouse integration is failing and shipments are stuck in pending status. The current experience is below expectations. There is no immediate rush, but we would like an answer this week. Our account tier is strategic.",operations,medium,operations,negative,0,low,0,"Hello Pioneer Labs,

Our operations team has reviewed your operations request. We have marked it as medium priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00481,thread-1491,Executive reporting support needed,BluePeak Energy,free,2026-03-09T23:22:30.836192+00:00,2026-03-12T23:22:30.836192+00:00,A warehouse integration is failing and shipments are stuck in pending status. Kindly confirm receipt and ownership. Please get back to us within one business day. Our account tier is free.,operations,low,operations,neutral,0,medium,0,"Hello BluePeak Energy,

Our operations team has reviewed your operations request. We have marked it as low priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00051,thread-0211,Contract review and clause clarification,Pioneer Labs,pro,2026-03-05T22:38:30.819751+00:00,2026-03-06T22:38:30.819751+00:00,Our legal team flagged indemnification language in section 9.4 of the MSA. Thanks in advance for the quick help. Please get back to us within one business day. Our account tier is pro.,legal,medium,legal,positive,0,medium,0,"Hello Pioneer Labs,

Our legal team has reviewed your legal request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04234,thread-1035,Contract review and clause clarification,Vertex Manufacturing,enterprise,2026-03-30T04:43:30.975230+00:00,2026-03-30T12:43:30.975230+00:00,Our legal team flagged indemnification language in section 7.1 of the MSA. We have followed up multiple times and still do not have resolution. Please get back to us within one business day. Our account tier is enterprise.,legal,high,legal,frustrated,0,medium,0,"Hello Vertex Manufacturing,

Our legal team has reviewed your legal request. We have marked it as high priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02180,thread-1047,Urgent redline feedback needed,Vertex Manufacturing,strategic,2026-03-22T07:26:30.893318+00:00,2026-03-22T08:26:30.893318+00:00,Our legal team flagged indemnification language in section 7.1 of the MSA. This issue is disrupting our team and needs attention. This needs to be addressed before end of day to avoid customer impact. Our account tier is strategic.,legal,critical,legal,negative,0,high,1,"Hello Vertex Manufacturing,

Our legal team has reviewed your legal request. We have marked it as critical priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02777,thread-0122,Duplicate charge on enterprise account,Pioneer Labs,enterprise,2026-03-09T16:14:30.910641+00:00,2026-03-10T16:14:30.910641+00:00,We were charged twice for invoice INV-1460 and need a correction today. Please advise on next steps. Please get back to us within one business day. Our account tier is enterprise.,billing,medium,finance,neutral,0,medium,0,"Hello Pioneer Labs,

Our finance team has reviewed your billing request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00670,thread-1296,Duplicate charge on enterprise account,Northwind Logistics,pro,2026-03-22T09:39:30.842653+00:00,2026-03-23T09:39:30.842653+00:00,Please review unexpected fees added to our latest enterprise renewal quote. We are disappointed by the lack of clarity in the last reply. Please get back to us within one business day. Our account tier is pro.,billing,medium,finance,negative,0,medium,0,"Hello Northwind Logistics,

Our finance team has reviewed your billing request. We have marked it as medium priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03409,thread-0558,Operational SLA risk on batch jobs,Vertex Manufacturing,pro,2026-03-02T21:29:30.941651+00:00,2026-03-03T21:29:30.941651+00:00,"A warehouse integration is failing and shipments are stuck in pending status. We have followed up multiple times and still do not have resolution. There is no immediate rush, but we would like an answer this week. Our account tier is pro.",operations,medium,operations,frustrated,0,low,0,"Hello Vertex Manufacturing,

Our operations team has reviewed your operations request. We have marked it as medium priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02453,thread-1382,Policy update request,Northwind Logistics,pro,2026-03-17T00:55:30.900475+00:00,2026-03-18T00:55:30.900475+00:00,Please update the employee parental leave policy linked in the handbook. We are disappointed by the lack of clarity in the last reply. This needs to be addressed before end of day to avoid customer impact. Our account tier is pro.,human_resources,medium,people_ops,negative,0,high,0,"Hello Northwind Logistics,

Our people_ops team has reviewed your human resources request. We have marked it as medium priority with high urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01402,thread-0782,Customer audit evidence request,BluePeak Energy,enterprise,2026-03-16T00:14:30.867667+00:00,2026-03-17T00:14:30.867667+00:00,"Potential data exposure reported by a client; please investigate within the hour. Looking forward to your update. There is no immediate rush, but we would like an answer this week. Our account tier is enterprise.",security,medium,security,neutral,0,low,1,"Hello BluePeak Energy,

Our security team has reviewed your security request. We have marked it as medium priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-00774,thread-0959,Export failures after latest update,BluePeak Energy,enterprise,2026-03-20T21:10:30.844979+00:00,2026-03-21T05:10:30.844979+00:00,Our SSO login is failing for all staff and the admin console returns error code 516. This issue is disrupting our team and needs attention. Immediate action is required in the next hour to prevent severe impact. Our account tier is enterprise.,technical_support,high,support,negative,0,critical,0,"Hello BluePeak Energy,

Our support team has reviewed your technical support request. We have marked it as high priority with critical urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-02608,thread-0949,Benefits enrollment correction,Evercore Media,enterprise,2026-03-12T10:59:30.905418+00:00,2026-03-12T18:59:30.905418+00:00,Please update the employee parental leave policy linked in the handbook. Our executives are escalating this because the delay is costing us money. Please get back to us within one business day. Our account tier is enterprise.,human_resources,high,people_ops,frustrated,0,medium,0,"Hello Evercore Media,

Our people_ops team has reviewed your human resources request. We have marked it as high priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01101,thread-0408,Integration issue delaying shipments,Lumina Travel,strategic,2026-03-18T15:44:30.855331+00:00,2026-03-19T15:44:30.855331+00:00,"Please expedite a workaround for nightly batch jobs missing SLA windows. Looking forward to your update. There is no immediate rush, but we would like an answer this week. Our account tier is strategic.",operations,medium,operations,neutral,0,low,0,"Hello Lumina Travel,

Our operations team has reviewed your operations request. We have marked it as medium priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-01257,thread-1147,Evaluation timeline before procurement,Evercore Media,strategic,2026-03-14T15:03:30.862039+00:00,2026-03-14T23:03:30.862039+00:00,Our CTO wants a demo this week before budget approval closes. The current experience is below expectations. Please get back to us within one business day. Our account tier is strategic.,sales,high,sales,negative,0,medium,0,"Hello Evercore Media,

Our sales team has reviewed your sales request. We have marked it as high priority with medium urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-03285,thread-1013,Confidential HR escalation,Pioneer Labs,enterprise,2026-03-05T09:19:30.936292+00:00,2026-03-08T09:19:30.936292+00:00,"Please update the employee parental leave policy linked in the handbook. Kindly confirm receipt and ownership. There is no immediate rush, but we would like an answer this week. Our account tier is enterprise.",human_resources,low,people_ops,neutral,0,low,0,"Hello Pioneer Labs,

Our people_ops team has reviewed your human resources request. We have marked it as low priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
email-04913,thread-1912,Guaranteed profit opportunity,Lumina Travel,free,2026-03-24T12:43:30.990705+00:00,2026-03-27T12:43:30.990705+00:00,"Exclusive crypto mining partnership, act immediately to double your income.",sales,low,sales,negative,1,low,0,No response required. Mark as spam and quarantine sender.
email-01037,thread-1434,Confidential HR escalation,Vertex Manufacturing,strategic,2026-03-29T23:10:30.852963+00:00,2026-03-30T23:10:30.852963+00:00,"A manager reported harassment concerns and needs confidential HR guidance immediately. Looking forward to your update. There is no immediate rush, but we would like an answer this week. Our account tier is strategic.",human_resources,medium,people_ops,neutral,0,low,0,"Hello Vertex Manufacturing,

Our people_ops team has reviewed your human resources request. We have marked it as medium priority with low urgency and assigned an owner. We will share the next update before the current SLA window ends.

Best,
Enterprise Support"
